profile,routine,canonical_name,api_class,signedness,operation,width,mean_cycles,min_cycles,max_cycles,cases,cycle_basis,reachable_code_bytes,zp_bytes,zp_ranges,stack_page_reserved_bytes,profile_prg_payload_span_bytes,profile_reu_image_bytes,profile_declared_shared_zp_bytes,implementation,notes
v4_reu_16m,MATH_SEEK16_INIT,seek_u16_u8_init,stable,unsigned,move toward target,"u16 x,u8 y target; Q8.8 speed",701.543505,187,1150,4896,2026-09-25 seek profile benchmark (408 moves x speeds; every frame verified),503,18,$53-$64,0,49047,16777216,,exact bulk-Bresenham DDA setup; no multiply/divide; init scratch in game-scratch ZP,"major-axis speed 477.95, Euclidean 925.13, integer 456.21, 1 px/frame 381.68"
v4_reu_16m,MATH_SEEK16_STEP,seek_u16_u8_step,stable,unsigned,move toward target,"u16 x,u8 y per slot",118.277360,102,150,514923,2026-09-25 seek profile benchmark (408 moves x speeds; every frame verified),282,0,,0,49047,16777216,,X-indexed per-slot state; carries pre-biased into stored deltas; exact arrival,
v4_reu_16m,MATH_SEEK16_STEP_INT,seek_u16_u8_step_int,stable,unsigned,move toward target,"u16 x,u8 y per slot",103.654782,85,132,107309,2026-09-25 seek profile benchmark (408 moves x speeds; every frame verified),152,0,,0,49047,16777216,,X-indexed per-slot state; carries pre-biased into stored deltas; exact arrival,
v4_reu_16m,MATH_SEEK16_STEP1,seek_u16_u8_step1,stable,unsigned,move toward target,"u16 x,u8 y per slot",98.183384,77,121,51324,2026-09-25 seek profile benchmark (408 moves x speeds; every frame verified),143,0,,0,49047,16777216,,NMOS DCP distance countdown; X-indexed per-slot state; exact arrival,
v5_hybrid_lowzp,MATH_UMUL8,mul_u8_u8_u16,stable,unsigned,multiply,8,90.494644,88,93,65536,V5 documented v1_balanced path; canonical harness,55,5,$10-$14,0,49047,0,31,profile-selected existing UMUL8 path; refreshed ZP record candidate rejected by profile resource contract,exhaustive 8-bit
v5_hybrid_lowzp,MATH_UMUL16,mul_u16_u16_u32,stable,unsigned,multiply,16,273.837200,262,297,5000,V5 documented v1_balanced path; 2026-09-14 record-upgrade deterministic comparison corpus,208,17,$09-$19,0,49047,0,31,17-ZP qualified record-derived fused quarter-square resident kernel (retained after refresh sweep),
v5_hybrid_lowzp,MATH_UMUL24,mul_u24_u24_u48,stable,unsigned,multiply,24,489.988792,462,542,2409,2026-09-20 multiply-refresh deterministic cross-profile corpus,369,24,$09-$20,0,49047,0,31,FAST24 private 24-ZP carry producer with stable public adapter,
v5_hybrid_lowzp,MATH_UMUL32,mul_u32_u32_u64,stable,unsigned,multiply,32,712.235367,652,831,2409,2026-09-20 multiply-refresh deterministic cross-profile corpus,336,31,$02-$20,0,49047,0,31,FAST31/V29-derived private q0 unsigned producer; mixed-call-safe public binder,
v5_hybrid_lowzp,MATH_UMUL32_READY,mul_u32_u32_u64_ready,stable,unsigned,multiply-ready,32,697.175781,642,784,1024,2026-09-20 multiply-refresh deterministic cross-profile corpus,320,31,$02-$20,0,49047,0,31,FAST31/V29-derived private q0 unsigned producer; mixed-call-safe public binder,
v5_hybrid_lowzp,MATH_SMUL8,mul_s8_s8_s16,stable,signed,multiply,8,67.992188,66,70,65536,2026-09-20 multiply-refresh deterministic cross-profile corpus,46,0,,0,49047,0,31,direct signed-domain quarter-square kernel with private signed-sum planes,
v5_hybrid_lowzp,MATH_SMUL16,mul_s16_s16_s32,stable,signed,multiply,16,292.974871,260,325,4457,current native-signed multiply validation,273,17,$09-$19,0,49047,0,31,FAST17 native signed composition with private 17-ZP magnitude core,
v5_hybrid_lowzp,MATH_SMUL24,mul_s24_s24_s48,stable,signed,multiply,24,530.874222,474,588,2409,current native-signed multiply validation,505,24,$09-$20,0,49047,0,31,FAST24 four-quadrant native signed composition; immutable quarter-square tables shared,
v5_hybrid_lowzp,MATH_SMUL32,mul_s32_s32_s64,stable,signed,multiply,32,743.913242,660,873,2409,current native-signed multiply validation,1406,31,$02-$20,0,49047,0,31,FAST31/V29 native signed quadrant composition; mixed-call-safe public path,
v5_hybrid_lowzp,MATH_SMUL32_READY,mul_s32_s32_s64_ready,stable,signed,multiply-ready,32,726.739258,640,807,1024,current native-signed multiply validation,1387,31,$02-$20,0,49047,0,31,FAST31/V29 native signed quadrant composition; mixed-call-safe public path,
v5_hybrid_lowzp,MATH_UDIV8,div_u8_u8_u8_8,stable,unsigned,divide,8,59.383011,26,634,65536,2026-09-20 unsigned division-family validation,433,1,$10,0,49047,0,31,direct-public 8-bit divider; quotient/remainder produced in stable I/O without marshalling,exhaustive
v5_hybrid_lowzp,MATH_UDIV16,div_u16_u16_u16_16,stable,unsigned,divide,16,126.385862,41,1076,4753,2026-09-20 unsigned division-family validation,1469,0,,0,49047,0,31,fast direct-public 16-bit divider; V5 repacked into hybrid private RAM,structured_random
v5_hybrid_lowzp,MATH_UDIV24,div_u24_u24_u24_24,stable,unsigned,divide,24,187.122028,56,3188,4753,2026-09-20 unsigned division-family validation,1468,3,$10-$12,0,49047,0,31,Repose q0-counter/direct-public UDIV24; V5 repacked hybrid copy,structured_random
v5_hybrid_lowzp,MATH_UDIV32_16,div_u32_u16_u32_16,stable,unsigned,divide,32/16,756.638544,175,1880,4753,2026-09-20 unsigned division-family validation,1890,12,$10-$1B,0,49047,0,31,V2 certified 32/16 divider imported into V5 hybrid private RAM,structured_random
v5_hybrid_lowzp,MATH_UMOD8,mod_u8_u8_u8,stable,unsigned,modulo,8,68.523229,51,495,1313,2026-09-20 unsigned division-family validation,131,2,$10-$11,0,49047,0,31,direct-public 8-bit divider; quotient/remainder produced in stable I/O without marshalling,
v5_hybrid_lowzp,MATH_UMOD16,mod_u16_u16_u16,stable,unsigned,modulo,16,199.918867,41,1076,1553,2026-09-20 unsigned division-family validation,1469,0,,0,49047,0,31,fast direct-public 16-bit divider; V5 repacked into hybrid private RAM,
v5_hybrid_lowzp,MATH_UMOD24,mod_u24_u24_u24,stable,unsigned,modulo,24,299.273020,56,3188,1553,2026-09-20 unsigned division-family validation,1468,3,$10-$12,0,49047,0,31,Repose q0-counter/direct-public UDIV24; V5 repacked hybrid copy,
v5_hybrid_lowzp,MATH_UMOD32_16,mod_u32_u16_u16,stable,unsigned,modulo,32/16,789.508693,178,1883,1553,2026-09-20 unsigned division-family validation,1893,12,$10-$1B,0,49047,0,31,V2 certified 32/16 divider imported into V5 hybrid private RAM,
v5_hybrid_lowzp,MATH_SDIV8,div_s8_s8_s8_8,stable,signed,divide,8,90.272098,26,598,4480,current native-signed division validation,533,1,$10,0,49047,0,31,direct-output native signed 8-bit divider; executable-disjoint from UDIV8,structured_random
v5_hybrid_lowzp,MATH_SDIV16,div_s16_s16_s16_16,stable,signed,divide,16,171.905344,54,1159,4585,current native-signed division validation,1771,4,$10-$13,0,49047,0,31,fast direct-output native signed 16-bit divider; V5 repacked under 31-ZP contract,structured_random
v5_hybrid_lowzp,MATH_SDIV24,div_s24_s24_s24_24,stable,signed,divide,24,253.487023,57,3339,4585,current native-signed division validation,1570,9,$10-$18,0,49047,0,31,fast direct-output native signed 24-bit divider repacked under V5 31-ZP contract,structured_random
v5_hybrid_lowzp,MATH_SDIV32_16,div_s32_s16_s32_16,stable,signed,divide,32/16,958.522137,171,2063,4585,current native-signed division validation,542,12,$14-$1F,0,49047,0,31,refreshed low-ZP native signed 32/16 divider retained in V5,structured_random
v5_hybrid_lowzp,MATH_SMOD8,mod_s8_s8_s8,stable,signed,modulo/remainder,8,96.707813,26,598,1280,current native-signed division validation,533,1,$10,0,49047,0,31,direct-output native signed 8-bit divider; executable-disjoint from UDIV8,
v5_hybrid_lowzp,MATH_SMOD16,mod_s16_s16_s16,stable,signed,modulo/remainder,16,232.809386,54,1159,1385,current native-signed division validation,1771,4,$10-$13,0,49047,0,31,fast direct-output native signed 16-bit divider; V5 repacked under 31-ZP contract,
v5_hybrid_lowzp,MATH_SMOD24,mod_s24_s24_s24,stable,signed,modulo/remainder,24,339.607942,57,3339,1385,current native-signed division validation,1570,9,$10-$18,0,49047,0,31,fast direct-output native signed 24-bit divider repacked under V5 31-ZP contract,
v5_hybrid_lowzp,MATH_SMOD32_16,mod_s32_s16_s16,stable,signed,modulo/remainder,32/16,1061.475812,174,2066,1385,current native-signed division validation,545,12,$14-$1F,0,49047,0,31,refreshed low-ZP native signed 32/16 divider retained in V5,
v5_hybrid_lowzp,MATH_UDIV32_32,div_u32_u32_u32_32,stable,unsigned,divide,32/32,421.077342,90,2423,6801,2026-09-20 unsigned division-family validation,946,0,,0,49047,0,31,native tiered 32/32 divider with early q=0 gate,structured_random
v5_hybrid_lowzp,MATH_UMOD32_32,mod_u32_u32_u32,stable,unsigned,modulo,32/32,548.000000,90,2423,1553,2026-09-20 unsigned division-family validation,946,0,,0,49047,0,31,native tiered 32/32 divider with early q=0 gate,
v5_hybrid_lowzp,MATH_SDIV32_32,div_s32_s32_s32_32,stable,signed,divide,32/32,591.562641,75,2474,6633,current native-signed division validation,987,0,,0,49047,0,31,native signed 32/32 magnitude path with redundant zero-test removed,structured_random
v5_hybrid_lowzp,MATH_SMOD32_32,mod_s32_s32_s32,stable,signed,modulo/remainder,32/32,785.582671,75,2474,1385,current native-signed division validation,987,0,,0,49047,0,31,native signed 32/32 magnitude path with redundant zero-test removed,
v5_hybrid_lowzp,MATH_UMUL16_SHR8,mul_u16_u16_u24_shr8,stable,unsigned,fixed multiply shift,16x16 >> 8,314.965600,303,338,5000,2026-09-14 post-upgrade deterministic comparison corpus,234,17,$09-$19,0,49047,0,31,profile-selected resident implementation,
v5_hybrid_lowzp,MATH_SMUL16_SHR8,mul_s16_s16_s24_shr8,stable,signed,fixed multiply shift,16x16 >> 8,333.867232,301,366,4361,2026-09-20 multiply-refresh deterministic cross-profile corpus,299,17,$09-$19,0,49047,0,31,FAST17 SMUL16 plus SHR8 extraction,
v5_hybrid_lowzp,MATH_UMUL32_SHR16,mul_u32_u32_u48_shr16,stable,unsigned,fixed multiply shift,32x32 >> 16,779.876404,717,896,4361,2026-09-20 multiply-refresh deterministic cross-profile corpus,380,31,$02-$20,0,49047,0,31,FAST31/V29-derived UMUL32 producer plus existing SHR16 extraction,
v5_hybrid_lowzp,MATH_SMUL32_SHR16,mul_s32_s32_s48_shr16,stable,signed,fixed multiply shift,32x32 >> 16,812.998853,725,938,4361,2026-09-20 multiply-refresh deterministic cross-profile corpus,1450,31,$02-$20,0,49047,0,31,FAST31/V29 SMUL32 producer plus existing SHR16 extraction,
v5_hybrid_lowzp,MATH_UDIV16_SHL8,div_u16_u16_u24_16_shl8,stable,unsigned,fixed divide shift,(16 << 8)/16,774.734904,282,1859,4753,2026-09-20 unsigned division-family validation,1967,12,$10-$1B,0,49047,0,31,fixed-point adapter into selected unsigned 32/16 divider,structured_random
v5_hybrid_lowzp,MATH_SDIV16_SHL8,div_s16_s16_s24_16_shl8,stable,signed,fixed divide shift,(16 << 8)/16,953.277863,281,2007,4585,current native-signed division validation,625,12,$14-$1F,0,49047,0,31,fixed-point adapter into selected native signed 32/16 divider,structured_random
v5_hybrid_lowzp,MATH_URECIP16_Q16,recip_u16_u24_q16,stable,unsigned,reciprocal,Q16 from d16,119.307602,41,2150,65536,2026-09-20 unsigned division-family validation,1899,3,$10-$12,0,49047,0,31,exact reciprocal ladder with selected profile division fallback,exhaustive
v5_hybrid_lowzp,MATH_SIN8,sin_u8_s8,stable,signed,trig sine,phase8 -> s8,23.000000,23,23,256,V5 documented v1_balanced path; current exhaustive/profile game-math benchmark,14,0,,0,49047,0,31,profile-selected resident implementation,
v5_hybrid_lowzp,MATH_COS8,cos_u8_s8,stable,signed,trig cosine,phase8 -> s8,23.000000,23,23,256,V5 documented v2_pareto_fast path; current exhaustive/profile game-math benchmark,14,0,,0,49047,0,31,V2 certified kernel imported into V5 hybrid private RAM,
v5_hybrid_lowzp,MATH_SINCOS8,sincos_u8_s8_s8,stable,signed,trig sincos,phase8 -> 2xs8,31.000000,31,31,256,V5 documented v2_pareto_fast path; current exhaustive/profile game-math benchmark,20,0,,0,49047,0,31,V2 certified kernel imported into V5 hybrid private RAM,
v5_hybrid_lowzp,MATH_ATAN2_8,atan2_s8_s8_u8,stable,signed,angle,"atan2(s8,s8) -> phase8",44.962814,29,47,65536,V5 documented v2_pareto_fast path; current exhaustive/profile game-math benchmark,88,0,,0,49047,0,31,V2 sum_fast kernel imported into V5 with four private table pages,
v5_hybrid_lowzp,MATH_ISQRT16,isqrt_u16_u16,stable,unsigned,integer square root,16 -> 16,219.740570,205,258,65536,V5 documented v1_balanced path; current exhaustive/profile game-math benchmark,277,0,,0,49047,0,31,profile-selected resident implementation,
v5_hybrid_lowzp,MATH_ISQRT32,isqrt_u32_u16,stable,unsigned,integer square root,32 -> 16,1378.900969,1193,1656,4130,V5 documented v1_balanced path; current exhaustive/profile game-math benchmark,496,0,,0,49047,0,31,profile-selected resident implementation,
v5_hybrid_lowzp,MATH_DIST8_FAST,dist_s8_s8_u8_fast,stable,signed,distance approximation,"s8,s8 -> u8",86.085602,68,104,65536,V5 documented v1_balanced path; current exhaustive/profile game-math benchmark,67,0,,0,49047,0,31,profile-selected resident implementation,
v5_hybrid_lowzp,MATH_DIST8_ACCURATE,dist_s8_s8_u8_accurate,stable,signed,distance approximation,"s8,s8 -> u8",92.085602,74,110,65536,V5 documented v1_balanced path; current exhaustive/profile game-math benchmark,72,0,,0,49047,0,31,profile-selected resident implementation,
v5_hybrid_lowzp,MATH_VEC2_NORMALIZE_Q8_8,normalize_s16_s16_s16_s16_q8_8_to_q1_15,stable,signed,vector normalize,2xs16 Q8.8 -> 2xs16 Q1.15,160.150080,84,302,107396,2026-09-21 normalize profile-parity deterministic corpus,881,4,$1A-$1D,0,49047,0,31,quadrant-specific paths; certified logarithmic ratio tables,Q8.8 -> Q1.15; certified <=0.3621 deg / <=202 LSB; quadrant-specific paths
v5_hybrid_lowzp,MATH_SEEK8_INIT,seek_u8_u8_init,stable,unsigned,move toward target,"u8 x,u8 y target; Q8.8 speed",601.746936,147,995,4896,2026-09-25 seek profile benchmark (408 moves x speeds; every frame verified),454,0,,0,49047,0,31,exact bulk-Bresenham DDA setup; no multiply/divide; init scratch in V1_SCRATCH RAM,"major-axis speed 368.27, Euclidean 835.23, integer 339.48, 1 px/frame 304.17"
v5_hybrid_lowzp,MATH_SEEK8_STEP,seek_u8_u8_step,stable,unsigned,move toward target,"u8 x,u8 y per slot",87.136511,77,91,453020,2026-09-25 seek profile benchmark (408 moves x speeds; every frame verified),176,0,,0,49047,0,31,X-indexed per-slot state; carries pre-biased into stored deltas; exact arrival,
v5_hybrid_lowzp,MATH_SEEK8_STEP_INT,seek_u8_u8_step_int,stable,unsigned,move toward target,"u8 x,u8 y per slot",70.992770,61,74,94048,2026-09-25 seek profile benchmark (408 moves x speeds; every frame verified),96,0,,0,49047,0,31,X-indexed per-slot state; carries pre-biased into stored deltas; exact arrival,
v5_hybrid_lowzp,MATH_SEEK8_STEP1,seek_u8_u8_step1,stable,unsigned,move toward target,"u8 x,u8 y per slot",65.953959,54,69,44960,2026-09-25 seek profile benchmark (408 moves x speeds; every frame verified),91,0,,0,49047,0,31,NMOS DCP distance countdown; X-indexed per-slot state; exact arrival,
v5_hybrid_lowzp,MATH_SEEK16_INIT,seek_u16_u8_init,stable,unsigned,move toward target,"u16 x,u8 y target; Q8.8 speed",783.201389,202,1305,4896,2026-09-25 seek profile benchmark (408 moves x speeds; every frame verified),594,0,,0,49047,0,31,exact bulk-Bresenham DDA setup; no multiply/divide; init scratch in V1_SCRATCH RAM,"major-axis speed 529.94, Euclidean 1036.46, integer 506.77, 1 px/frame 420.12"
v5_hybrid_lowzp,MATH_SEEK16_STEP,seek_u16_u8_step,stable,unsigned,move toward target,"u16 x,u8 y per slot",118.277360,102,150,514923,2026-09-25 seek profile benchmark (408 moves x speeds; every frame verified),282,0,,0,49047,0,31,X-indexed per-slot state; carries pre-biased into stored deltas; exact arrival,
v5_hybrid_lowzp,MATH_SEEK16_STEP_INT,seek_u16_u8_step_int,stable,unsigned,move toward target,"u16 x,u8 y per slot",103.654782,85,132,107309,2026-09-25 seek profile benchmark (408 moves x speeds; every frame verified),152,0,,0,49047,0,31,X-indexed per-slot state; carries pre-biased into stored deltas; exact arrival,
v5_hybrid_lowzp,MATH_SEEK16_STEP1,seek_u16_u8_step1,stable,unsigned,move toward target,"u16 x,u8 y per slot",98.183384,77,121,51324,2026-09-25 seek profile benchmark (408 moves x speeds; every frame verified),143,0,,0,49047,0,31,NMOS DCP distance countdown; X-indexed per-slot state; exact arrival,
v3_reu_512k,MATH_REU_UMUL16_BEGIN,mul_u16_u16_u32_turbo_begin,reu_turbo,unsigned,turbo multiply 16,16,282.000000,282,282,1,Turbo relocation canonical reference corpus,41,113,$3E-$AE,0,49047,524288,,113-ZP Turbo16 overlay,"exclusive overlay mode; ZP ownership is mode allocation, not static wrapper touch set"
v3_reu_512k,MATH_REU_UMUL16,mul_u16_u16_u32_turbo,reu_turbo,unsigned,turbo multiply 16,16,215.544111,203,240,2098,Turbo relocation canonical reference corpus,41,113,$3E-$AE,0,49047,524288,,113-ZP Turbo16 overlay,"exclusive overlay mode; ZP ownership is mode allocation, not static wrapper touch set"
v3_reu_512k,MATH_REU_UMUL16_END,mul_u16_u16_u32_turbo_end,reu_turbo,unsigned,turbo multiply 16,16,327.000000,327,327,1,Turbo relocation canonical reference corpus,73,113,$3E-$AE,0,49047,524288,,113-ZP Turbo16 overlay,"exclusive overlay mode; ZP ownership is mode allocation, not static wrapper touch set"
v3_reu_512k,MATH_REU_UMUL32_BEGIN,mul_u32_u32_u64_turbo_begin,reu_turbo,unsigned,turbo multiply 32,32,326.000000,326,326,1,Turbo relocation canonical reference corpus,41,135,$0A-$90,0,49047,524288,,135-ZP stack-free ram135 Turbo32 record compromise,"exclusive overlay mode; ZP ownership is mode allocation, not static wrapper touch set"
v3_reu_512k,MATH_REU_UMUL32,mul_u32_u32_u64_turbo,reu_turbo,unsigned,turbo multiply 32,32,728.947080,666,840,2193,Turbo relocation canonical reference corpus,125,135,$0A-$90,0,49047,524288,,135-ZP stack-free ram135 Turbo32 record compromise,"exclusive overlay mode; ZP ownership is mode allocation, not static wrapper touch set"
v3_reu_512k,MATH_REU_UMUL32_END,mul_u32_u32_u64_turbo_end,reu_turbo,unsigned,turbo multiply 32,32,371.000000,371,371,1,Turbo relocation canonical reference corpus,73,135,$0A-$90,0,49047,524288,,135-ZP stack-free ram135 Turbo32 record compromise,"exclusive overlay mode; ZP ownership is mode allocation, not static wrapper touch set"
v4_reu_16m,MATH_REU_UMUL16_BEGIN,mul_u16_u16_u32_turbo_begin,reu_turbo,unsigned,turbo multiply 16,16,282.000000,282,282,1,Turbo relocation canonical reference corpus,41,113,$3E-$AE,0,49047,16777216,,113-ZP Turbo16 overlay,"exclusive overlay mode; ZP ownership is mode allocation, not static wrapper touch set"
v4_reu_16m,MATH_REU_UMUL16,mul_u16_u16_u32_turbo,reu_turbo,unsigned,turbo multiply 16,16,215.544111,203,240,2098,Turbo relocation canonical reference corpus,41,113,$3E-$AE,0,49047,16777216,,113-ZP Turbo16 overlay,"exclusive overlay mode; ZP ownership is mode allocation, not static wrapper touch set"
v4_reu_16m,MATH_REU_UMUL16_END,mul_u16_u16_u32_turbo_end,reu_turbo,unsigned,turbo multiply 16,16,327.000000,327,327,1,Turbo relocation canonical reference corpus,73,113,$3E-$AE,0,49047,16777216,,113-ZP Turbo16 overlay,"exclusive overlay mode; ZP ownership is mode allocation, not static wrapper touch set"
v4_reu_16m,MATH_REU_UMUL32_BEGIN,mul_u32_u32_u64_turbo_begin,reu_turbo,unsigned,turbo multiply 32,32,326.000000,326,326,1,Turbo relocation canonical reference corpus,41,135,$0A-$90,0,49047,16777216,,135-ZP stack-free ram135 Turbo32 record compromise,"exclusive overlay mode; ZP ownership is mode allocation, not static wrapper touch set"
v4_reu_16m,MATH_REU_UMUL32,mul_u32_u32_u64_turbo,reu_turbo,unsigned,turbo multiply 32,32,728.947080,666,840,2193,Turbo relocation canonical reference corpus,125,135,$0A-$90,0,49047,16777216,,135-ZP stack-free ram135 Turbo32 record compromise,"exclusive overlay mode; ZP ownership is mode allocation, not static wrapper touch set"
v4_reu_16m,MATH_REU_UMUL32_END,mul_u32_u32_u64_turbo_end,reu_turbo,unsigned,turbo multiply 32,32,371.000000,371,371,1,Turbo relocation canonical reference corpus,73,135,$0A-$90,0,49047,16777216,,135-ZP stack-free ram135 Turbo32 record compromise,"exclusive overlay mode; ZP ownership is mode allocation, not static wrapper touch set"
v4_reu_16m,MATH_REU_QS16_BEGIN,mul_u16_u16_u32_qs16_begin,reu_qs16,unsigned,V4 QS16 multiply mode,16,18.000000,18,18,1,V4 QS16 source/exact timing classes,11,16,$10-$1F,0,49047,16777216,,V4 16MiB QS16 mode,exclusive QS16 mode ZP ownership
v4_reu_16m,MATH_REU_QS16,mul_u16_u16_u32_qs16,reu_qs16,unsigned,V4 QS16 multiply mode,16,281.541031,279,293,65536,V4 QS16 source/exact timing classes,209,16,$10-$1F,0,49047,16777216,,V4 16MiB QS16 mode,exclusive QS16 mode ZP ownership
v4_reu_16m,MATH_REU_QS16_END,mul_u16_u16_u32_qs16_end,reu_qs16,unsigned,V4 QS16 multiply mode,16,18.000000,18,18,1,V4 QS16 source/exact timing classes,11,16,$10-$1F,0,49047,16777216,,V4 16MiB QS16 mode,exclusive QS16 mode ZP ownership
